Monster	AttackStyle	XP/hr	attack XP/hr	strength XP/hr	defence XP/hr	magic XP/hr	ranged XP/hr	hitpoints XP/hr	slayer XP/hr	Options	Food	GP/hr	Cost/hr	Raw Command	Raw Trip
Artio	range-def	51k XP/hr	0	0	19.3k	0	19.3k	12.8k	0		180.1 Sharks/hr	 Loot/hr	153.1/hr Blighted ancient ice sack,180.1/hr Shark Cost/hr	{"duration":2116672992,"quantity":14705,"isOnTask":false,"isInWilderness":true,"attackStyles":["ranged","defence"],"currentTaskOptions":{"hasWildySupplies":true,"died":true,"pkEncounters":5081},"messages":["15.00% for stats","10% for KC","2% for Shark","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 14.29% per min (medium peak time)\n**Death Chance:** 1.46% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.19x from risky Wilderness experience, 1x from being in no multi)","Removing items: 90k Blighted ancient ice sack, 105.9k Shark"]}	{"quantity":12587,"messages":["You missed out on 2118x kills because of pk encounters and death","You died, you lost a lot of loot, and these equipped items: No items.. Your minion equips similar lost items from bank."],"newKC":12587}
Artio	range	51k XP/hr	0	0	0	0	38.6k	12.8k	0		180.1 Sharks/hr	 Loot/hr	153.1/hr Blighted ancient ice sack,180.1/hr Shark Cost/hr	{"duration":2116672992,"quantity":14705,"isOnTask":false,"isInWilderness":true,"attackStyles":["ranged"],"currentTaskOptions":{"hasWildySupplies":true,"died":true,"pkEncounters":5005},"messages":["15.00% for stats","10% for KC","2% for Shark","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 14.29% per min (medium peak time)\n**Death Chance:** 2.13% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.28x from risky Wilderness experience, 1x from being in no multi)","Removing items: 90k Blighted ancient ice sack, 105.9k Shark"]}	{"quantity":12619,"messages":["You missed out on 2086x kills because of pk encounters and death","You died, you lost a lot of loot, and these equipped items: No items.. Your minion equips similar lost items from bank."],"newKC":12619}
Artio	range	51k XP/hr	0	0	0	0	38.5k	12.8k	0		180.1 Sharks/hr	 Loot/hr	153.1/hr Blighted ancient ice sack,180.1/hr Shark Cost/hr	{"duration":2116672992,"quantity":14705,"isOnTask":false,"isInWilderness":true,"attackStyles":["ranged"],"currentTaskOptions":{"hasWildySupplies":true,"died":true,"pkEncounters":5130},"messages":["15.00% for stats","10% for KC","2% for Shark","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 14.29% per min (medium peak time)\n**Death Chance:** 2.09% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.28x from risky Wilderness experience, 1x from being in no multi)","Removing items: 90k Blighted ancient ice sack, 105.9k Shark"]}	{"quantity":12567,"messages":["You missed out on 2138x kills because of pk encounters and death","You died, you lost a lot of loot, and these equipped items: No items.. Your minion equips similar lost items from bank."],"newKC":12567}
Artio	range	51k XP/hr	0	0	0	0	38.4k	12.8k	0		180.1 Sharks/hr	 Loot/hr	153.1/hr Blighted ancient ice sack,180.1/hr Shark Cost/hr	{"duration":2116672992,"quantity":14705,"isOnTask":false,"isInWilderness":true,"attackStyles":["ranged"],"currentTaskOptions":{"hasWildySupplies":true,"died":true,"pkEncounters":5157},"messages":["15.00% for stats","10% for KC","2% for Shark","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 14.29% per min (medium peak time)\n**Death Chance:** 1.72% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.23x from risky Wilderness experience, 1x from being in no multi)","Removing items: 90k Blighted ancient ice sack, 105.9k Shark"]}	{"quantity":12555,"messages":["You missed out on 2150x kills because of pk encounters and death","You died, you lost a lot of loot, and these equipped items: No items.. Your minion equips similar lost items from bank."],"newKC":12555}
Asyn Shade	atk-str-def	119k XP/hr	29.7k	29.7k	29.7k	0	0	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	atk-str-def	119k XP/hr	29.7k	29.7k	29.7k	0	0	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	atk-str-def	119k XP/hr	29.7k	29.7k	29.7k	0	0	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	mage-def	119k XP/hr	0	0	44.6k	44.6k	0	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	mage-def	119k XP/hr	0	0	44.6k	44.6k	0	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	mage-def	119k XP/hr	0	0	44.6k	44.6k	0	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	mage	119k XP/hr	0	0	0	89.2k	0	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	mage	119k XP/hr	0	0	0	89.2k	0	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	mage	119k XP/hr	0	0	0	89.2k	0	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	range-def	119k XP/hr	0	0	44.6k	0	44.6k	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	range-def	119k XP/hr	0	0	44.6k	0	44.6k	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	range-def	119k XP/hr	0	0	44.6k	0	44.6k	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	range	119k XP/hr	0	0	0	0	89.2k	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	range	119k XP/hr	0	0	0	0	89.2k	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Asyn Shade	range	119k XP/hr	0	0	0	0	89.2k	29.6k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051993160,"quantity":141176,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","20% for Salve amulet (e) on melee task","5% for no food"]}	{"quantity":141176,"messages":[],"newKC":141176}
Aviansie	range-def	36k XP/hr	0	0	11.5k	0	11.5k	7.6k	5.7k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":436050000,"quantity":10000,"isOnTask":true,"isInWilderness":true,"attackStyles":["ranged","defence"],"currentTaskOptions":{"hasWildySupplies":true,"died":false,"pkEncounters":119},"messages":["15.00% for stats","10% for KC","5% for no food","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 1.68% per min (medium peak time)\n**Death Chance:** 1.34% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.18x from risky Wilderness experience, 1x from being in no multi)"]}	{"quantity":9918,"messages":["You missed out on 82x kills because of pk encounters","You killed 9918x of your 10000 remaining kills, you now have 82 kills remaining."],"newKC":9918}
Aviansie	range-def	36k XP/hr	0	0	11.4k	0	11.4k	7.6k	5.7k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":436050000,"quantity":10000,"isOnTask":true,"isInWilderness":true,"attackStyles":["ranged","defence"],"currentTaskOptions":{"hasWildySupplies":true,"died":true,"pkEncounters":115},"messages":["15.00% for stats","10% for KC","5% for no food","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 1.68% per min (medium peak time)\n**Death Chance:** 1.92% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.26x from risky Wilderness experience, 1x from being in no multi)"]}	{"quantity":9842,"messages":["You missed out on 158x kills because of pk encounters and death","You died, you lost a lot of loot, and these equipped items: No items.. Your minion equips similar lost items from bank.","You killed 9842x of your 10000 remaining kills, you now have 158 kills remaining."],"newKC":9842}
Aviansie	range-def	36k XP/hr	0	0	11.3k	0	11.3k	7.5k	5.7k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":436050000,"quantity":10000,"isOnTask":true,"isInWilderness":true,"attackStyles":["ranged","defence"],"currentTaskOptions":{"hasWildySupplies":true,"died":true,"pkEncounters":135},"messages":["15.00% for stats","10% for KC","5% for no food","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 1.68% per min (medium peak time)\n**Death Chance:** 2.23% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.30x from risky Wilderness experience, 1x from being in no multi)"]}	{"quantity":9814,"messages":["You missed out on 186x kills because of pk encounters and death","You died, you lost a lot of loot, and these equipped items: No items.. Your minion equips similar lost items from bank.","You killed 9814x of your 10000 remaining kills, you now have 186 kills remaining."],"newKC":9814}
Aviansie	range-def	44k XP/hr	0	0	13.9k	0	13.9k	9.2k	6.9k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":363365500,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","16.67% for Black mask on task","5% for no food"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.**"],"newKC":10000}
Aviansie	range-def	44k XP/hr	0	0	13.9k	0	13.9k	9.2k	6.9k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":363365500,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","16.67% for Black mask on task","5% for no food"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.**"],"newKC":10000}
Aviansie	range-def	44k XP/hr	0	0	13.9k	0	13.9k	9.2k	6.9k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":363365500,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","16.67% for Black mask on task","5% for no food"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.**"],"newKC":10000}
Aviansie	range	36k XP/hr	0	0	0	0	22.9k	7.6k	5.7k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":436050000,"quantity":10000,"isOnTask":true,"isInWilderness":true,"attackStyles":["ranged"],"currentTaskOptions":{"hasWildySupplies":true,"died":false,"pkEncounters":147},"messages":["15.00% for stats","10% for KC","5% for no food","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 1.68% per min (medium peak time)\n**Death Chance:** 1.37% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.18x from risky Wilderness experience, 1x from being in no multi)"]}	{"quantity":9899,"messages":["You missed out on 101x kills because of pk encounters","You killed 9899x of your 10000 remaining kills, you now have 101 kills remaining."],"newKC":9899}
Aviansie	range	36k XP/hr	0	0	0	0	22.8k	7.6k	5.7k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":436050000,"quantity":10000,"isOnTask":true,"isInWilderness":true,"attackStyles":["ranged"],"currentTaskOptions":{"hasWildySupplies":true,"died":true,"pkEncounters":114},"messages":["15.00% for stats","10% for KC","5% for no food","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 1.68% per min (medium peak time)\n**Death Chance:** 1.55% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.21x from risky Wilderness experience, 1x from being in no multi)"]}	{"quantity":9843,"messages":["You missed out on 157x kills because of pk encounters and death","You died, you lost a lot of loot, and these equipped items: No items.. Your minion equips similar lost items from bank.","You killed 9843x of your 10000 remaining kills, you now have 157 kills remaining."],"newKC":9843}
Aviansie	range	36k XP/hr	0	0	0	0	22.8k	7.6k	5.7k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":436050000,"quantity":10000,"isOnTask":true,"isInWilderness":true,"attackStyles":["ranged"],"currentTaskOptions":{"hasWildySupplies":true,"died":true,"pkEncounters":115},"messages":["15.00% for stats","10% for KC","5% for no food","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 1.68% per min (medium peak time)\n**Death Chance:** 1.98% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.26x from risky Wilderness experience, 1x from being in no multi)"]}	{"quantity":9842,"messages":["You missed out on 158x kills because of pk encounters and death","You died, you lost a lot of loot, and these equipped items: No items.. Your minion equips similar lost items from bank.","You killed 9842x of your 10000 remaining kills, you now have 158 kills remaining."],"newKC":9842}
